# Newly-confirmed REGION-SAME no-funcmap US-C-portable functions.
# Generated by scripts/classify_nofuncmap.py (relocation-aware
# find_runs-style match + raw-byte exact pre-pass). These are NOT in
# layout/us_jp_funcmap.tsv -- the harvest agents can target them next.
# tier: exact=raw US bytes unique in JP (immediately portable);
#       reloc-unique=isolated-compile masked .text unique in JP;
#       reloc-ambiguous=masked .text matches >=2 JP sites (carve w/ neighbour).
# jp_addr	us_addr	size	tier	name	tu
08000CB4	08000D34	12	reloc-ambiguous	SetGameTime	time
08000CB4	0800D588	12	reloc-ambiguous	SetEventSlotCounter	event
08000CB4	08011468	12	reloc-ambiguous	SetPopupNumber	popup
08000CB4	0801B998	12	reloc-ambiguous	SetWorkingBmMap	bmidoten
08000CB4	080A4D34	12	reloc-ambiguous	SetBonusContentClaimFlags	bmsave
08000CB4	080B5528	12	reloc-ambiguous	ShopSt_SetHeadLocBak	bmshop
08000CD8	08000D28	12	reloc-ambiguous	GetGameClock	time
08000CD8	0800D594	12	reloc-ambiguous	GetEventSlotCounter	event
08000CD8	0805B028	12	reloc-ambiguous	GetBattleAnimArenaFlag	banim-ekrarena
08000CD8	080A0A94	12	reloc-ambiguous	GetSupportScreenUnitCount	uisupport
08000CD8	080A4D28	12	reloc-ambiguous	GetBonusContentClaimFlags	bmsave
08000D68	08000DB8	92	reloc-unique	CopyToPaletteBuffer	hardware
080013FC	08001440	12	reloc-ambiguous	SetKeyStatus_IgnoreMask	hardware
080013FC	0801145C	12	reloc-ambiguous	SetPopupItem	popup
08001408	0800144C	12	reloc-unique	GetKeyStatus_IgnoreMask	hardware
080014A4	080014E8	52	reloc-unique	ClearBg0Tilemap	hardware
08001BC0	08004208	16	reloc-ambiguous	GetColorLut	fontgrp
08001EE4	08000D00	12	reloc-ambiguous	EnableKeyComboResetEN	time
08001EE4	08001F94	12	reloc-ambiguous	EnablePaletteSync	hardware
08001EE4	0804B920	12	reloc-ambiguous	Set_UnkData_0	sio_804B920
08001EF0	08000D0C	12	reloc-ambiguous	DisableKeyComboResetEN	time
08001EF0	08001FA0	12	reloc-ambiguous	DisablePaletteSync	hardware
08001EF0	0804B92C	12	reloc-ambiguous	Clear_UnkData_0	sio_804B920
08001EF0	080BAB00	12	reloc-ambiguous	GMapScreen_ResetState	worldmap_screen
08001FD8	08002088	116	reloc-unique	FlushTiles	hardware
08002088	08002138	68	reloc-unique	SyncHiOam	hardware
080020CC	0800217C	52	reloc-unique	SyncLoOam	hardware
08002100	080021B0	52	reloc-ambiguous	SetObjAffine	hardware
08002100	08005370	52	reloc-ambiguous	PutObjectAffine	ctc
0800219C	0800224C	12	reloc-unique	GetPrimaryOAMSize	hardware
080021C4	08002274	120	reloc-unique	Sound_SetBGMVolume	soundwrapper
0800223C	080022EC	48	reloc-unique	Sound_SetSEVolume	soundwrapper
0800226C	0800231C	96	reloc-unique	Sound_FadeOutBGM	soundwrapper
080022CC	0800237C	100	reloc-unique	Sound_FadeOutBGMAlt	soundwrapper
08002330	080023E0	104	reloc-unique	Sound_FadeOutSE	soundwrapper
08002398	08002448	48	reloc-unique	StartBgmCore	soundwrapper
08002570	08002620	80	reloc-unique	OverrideBgm	soundwrapper
080025C0	08002670	76	reloc-unique	RestoreBgm	soundwrapper
0800260C	080026BC	80	reloc-unique	_RestoreBgm	soundwrapper
08002838	080028E8	20	reloc-unique	Sound_SetMaxNumChannels	soundwrapper
08002A18	08002AC8	48	reloc-unique	Sound_StopBgmImmediate	soundwrapper
08002AF4	080D1568	20	reloc-ambiguous	ply_xxx	m4a
08002B44	0803821C	20	reloc-ambiguous	PopGlobalTimer	bmdifficulty
08002B44	0805B380	20	reloc-ambiguous	EndEkrTogiColor	banim-ekrarena
08002B44	0805A9E0	20	reloc-ambiguous	EndEfxAnimeDrvProc	banim-ekrmainmini
08002B44	08051AF4	20	reloc-ambiguous	EndEkrDispUP	banim-ekrdispup
08002B44	0805116C	20	reloc-ambiguous	EndEkrGauge	banim-ekrgauge
08002B44	08072A00	20	reloc-ambiguous	EndEkrClasschg	banim-ekrclasschg
08002B44	08073518	20	reloc-ambiguous	EndEkrLevelUp	banim-ekrlvup
08002BCC	08002C7C	100	reloc-unique	Proc_Start	proc
08002C60	08002D10	92	reloc-unique	DeleteProcessRecursive	proc
08002D78	08002E28	92	reloc-unique	RunProcessRecursive	proc
08002EC0	08002F70	40	reloc-unique	Proc_ForAll	proc
08002EE8	08002F98	40	reloc-unique	Proc_ForEach	proc
08002F10	08002FC0	44	reloc-unique	Proc_ForEachMarked	proc
08002FF4	080030A4	40	reloc-unique	ForAllFollowingProcs	proc
0800301C	080030CC	28	reloc-unique	Proc_ForEachInTree	proc
08003038	0800BE2C	12	reloc-ambiguous	Event82_WmEnd	eventscr_gmap
08003038	0800E7C4	12	reloc-ambiguous	Event20_	eventscr
08003038	080CDB1C	12	reloc-ambiguous	ClassChgMenuSelOnInit	classchg-menuselect
08003038	080CDB28	12	reloc-ambiguous	ClassChgMenuSelOnEnd	classchg-menuselect
08003038	080CDA84	12	reloc-ambiguous	PromoSubConfirm_OnInit	classchg-menuconfirm
08003054	08003104	20	reloc-unique	ProcCmd_CALL_ROUTINE	proc
0800309C	08003150	44	reloc-unique	ProcCmd_WHILE_ROUTINE	proc
080030D8	0800318C	28	reloc-unique	ProcCmd_SET_DESTRUCTOR	proc
080030F4	080031A8	28	reloc-unique	ProcCmd_NEW_CHILD	proc
08003110	080031C4	28	reloc-unique	ProcCmd_NEW_CHILD_BLOCKING	proc
080031B8	0800326C	16	reloc-unique	ProcCmd_JUMP	proc
080034D0	08003584	56	reloc-unique	ResetIconGraphics	icon
08003508	080035BC	24	reloc-unique	LoadIconPalettes	icon
08003520	080035D4	24	reloc-unique	LoadIconPalette	icon
08003798	0800384C	36	reloc-unique	PrintDebugStringFmtToBG	fontgrp
080037BC	08003870	68	reloc-unique	ClearDBG	fontgrp
0800382C	080038E0	60	reloc-unique	StoreNumberStringToSmallBuffer	fontgrp
08003A70	08003B24	140	reloc-unique	SetupDebugFontForOBJ	fontgrp
08003AFC	08003BB0	76	reloc-unique	PrintDebugStringAsOBJ	fontgrp
08003BE8	08003CB8	60	reloc-unique	InitTextFont	fontgrp
08003CF8	08003DC8	56	reloc-unique	ClearText	fontgrp
08003D30	08003E00	64	reloc-unique	ClearTextPart	fontgrp
08003F28	08004004	112	reloc-unique	Text_DrawString	fontgrp
080040B8	08004180	104	reloc-unique	Text_DrawCharacter	fontgrp
08004150	08004218	80	reloc-unique	DrawTextGlyph	fontgrp
080041A0	08004268	320	reloc-unique	DrawTextGlyphNoClear	fontgrp
0800443C	08004504	52	reloc-unique	Text_DrawCharacterAscii	fontgrp
080044A4	0800459C	60	reloc-unique	InitSpriteTextFont	fontgrp
08004504	080045FC	96	reloc-unique	SpriteText_DrawBackground	fontgrp
08004564	0800465C	88	reloc-unique	SpriteText_Clear	fontgrp
080045BC	080046B4	44	reloc-unique	SpriteText_DrawBackgroundExt	fontgrp
08004608	08004700	432	reloc-unique	DrawSpriteTextGlyph	fontgrp
080047B8	080048B0	116	reloc-unique	TextPrint_OnLoop	fontgrp
0800488C	08004984	40	reloc-unique	GreenText_OnLoop	fontgrp
080048B4	08021518	36	reloc-ambiguous	StartGameOverScreen	gameoverbgfx
080048B4	0807F878	36	reloc-ambiguous	StartMapEventcallFx0	mapanim_eventcall
080048B4	08080474	36	reloc-ambiguous	StartDemonKingSummonAnim	mapanim_eventcall
0800493C	08004A34	92	reloc-unique	DrawSpecialCharGlyph	fontgrp
08004A50	08004B48	64	reloc-unique	PutNumberExt	fontgrp
08004B24	08004C1C	76	reloc-unique	SpecialCharTest	fontgrp
08004D00	08004DF8	72	reloc-unique	PutNumber2DigitExt	fontgrp
08005360	08005458	48	reloc-unique	PushSpriteLayerObjects	ctc
08005422	080A429C	12	reloc-ambiguous	GetChapterStats	bmsave-bwl
0800549C	08005594	40	reloc-unique	Face_OnInit	face
08005544	0800563C	252	reloc-unique	StartFace	face
08005640	08005738	32	reloc-unique	EndFace	face
08005BA8	08005CA4	192	reloc-unique	PutFace80x72_Core	face
08005D9C	08005E98	52	reloc-unique	PutFace80x72	face
08005DDC	08005ED8	24	reloc-unique	EndFaceIn8Frames	face
08005DF4	08005EF0	72	reloc-unique	StartFaceFadeIn	face
08005E3C	08005F38	52	reloc-unique	StartFaceFadeOut	face
08005EA0	08005F9C	56	reloc-unique	ApplyGenericChibiPal	face
08006374	08006470	100	reloc-unique	FaceBlinkProc_GenBlinkInterval	face
080063F8	080064F4	292	reloc-unique	StartFace2	face
080065E4	080066E0	28	reloc-unique	StartFaceChange	face
08006600	080066FC	32	reloc-unique	DecompressFaceImg	face
08006620	0800671C	28	reloc-unique	ApplyFacePalette	face
08006954	08006A50	32	reloc-unique	StartTalkMsgExt	scene
08006990	08006A8C	12	reloc-unique	SetTalkLines	scene
08006A14	08006B10	60	reloc-unique	SetTalkPrintColor	scene
08006A50	08006B4C	180	reloc-unique	TalkSkipListener_OnIdle	scene
08006B04	08006C00	52	reloc-unique	Talk_OnInit	scene
08006DC8	0800D1E4	20	reloc-ambiguous	BlockProcForEventEngine	event
08006DC8	0802E12C	20	reloc-ambiguous	TradeMenu_StartTutorialEventLock	bmtrade
08006DC8	080314EC	20	reloc-ambiguous	SetTacticianName	bmio
08006DC8	08033620	20	reloc-ambiguous	StartPrepHelpPrompt	prep_sallycursor
08006DC8	080381E0	20	reloc-ambiguous	StartDungeonRecordProcFromMenu	bmdifficulty
08006DC8	080381F4	20	reloc-ambiguous	RecordDisplayAfterTowerCleared	bmdifficulty
08006DC8	08043308	20	reloc-ambiguous	StartLinkArenaTeamList	sio_teamlist
08006DC8	08085374	20	reloc-ambiguous	EventCallGameOverExt	eventcall
08006DC8	080A71E4	20	reloc-ambiguous	StoreGMMonsterRnState	bmsave-gmap
08006DC8	080A71F8	20	reloc-ambiguous	LoadGMMonsterRnState	bmsave-gmap
08006DC8	080A87DC	20	reloc-ambiguous	StartMinimapPrepPhase	minimap
08006DC8	080AC3E0	20	reloc-ambiguous	NewNewGameDifficultySelect	difficultymenu
08006DDC	080097D0	24	reloc-ambiguous	APProc_Exists	ap
08006DDC	0800D198	24	reloc-ambiguous	EventEngineExists	event
08006DDC	0800D1B0	24	reloc-ambiguous	BattleEventEngineExists	event
08006DDC	08012B24	24	reloc-ambiguous	CheckShinningStonefxExists	eventfx-shinningstone
08006DDC	0801DE18	24	reloc-ambiguous	DoesBMXFADEExist	bmxfade
08006DDC	08021DF8	24	reloc-ambiguous	EventWarpAnimExists	eventwarpfx
08006DDC	08079F84	24	reloc-ambiguous	MuCtrExists	muctrl
08006DDC	08096698	24	reloc-ambiguous	PrepScreenTraineePromotionManagerExists	prep_menuproc
08006DDC	080966B0	24	reloc-ambiguous	PrepAtMenuExists	prep_menuproc
08006DDC	080C6EF8	24	reloc-ambiguous	OpAnimBldAlphaExists	opanim-main
08007B08	0800D1C8	28	reloc-ambiguous	DeleteEventEngines	event
08008004	08008108	84	reloc-unique	TalkSpriteShiftClear_ClearLine	scene
08008058	0800815C	60	reloc-unique	TalkFlushAllLine	scene
080080A4	080081A8	68	reloc-unique	ClearTalkBubble	scene
080080E8	080081EC	100	reloc-unique	ClearPutTalkText	scene
0800814C	08008250	84	reloc-unique	ClearTalkText	scene
080081A0	080082A4	316	reloc-unique	PutTalkBubble	scene
080082DC	080083E0	24	reloc-unique	StartOpenTalkBubble	scene
080082F4	080083F8	108	reloc-unique	TalkBubbleOpen_OnIdle	scene
08008E9C	080825B0	8	reloc-ambiguous	ManimShiftingSineWaveScanlineBuf_Init	mapanim_scanline
08009608	08009718	72	reloc-unique	APProc_Create	ap
08009650	08009760	44	reloc-unique	APProc_OnUpdate	ap
08009DB4	08009E54	68	reloc-unique	GameControl_StartRuinEvent	gamecontrol
08009DF8	08009E98	68	reloc-unique	CallGameEndingEvent	gamecontrol
08009E68	08009F08	56	reloc-unique	StartGame	gamecontrol
0800A788	0800A42C	188	reloc-unique	Spline_Ease	spline
0800A9DC	0800A680	344	reloc-unique	Spline_ComputeLeftTangents	spline
0800AEB0	0800AB58	404	reloc-unique	Spline_QuaternionToMatrix4x4	spline
0800BC44	0800B954	64	reloc-unique	CopyBgTiles	eventscr_utils
0800BC84	0800B994	36	reloc-unique	CopyBgPalette	eventscr_utils
0800BE84	0800BB98	28	reloc-unique	ResetBkselPalette	eventscr_utils
0800BEA0	0800BBB4	48	reloc-unique	GetAllyUnitCount	eventscr_utils
0800C0D4	0800BDE8	68	reloc-unique	Event81_WmFadeOut	eventscr_gmap
0800C13C	0800BE4C	64	reloc-unique	Event84_WmSetCameraOntoNode	eventscr_gmap
0800C17C	0800BE8C	72	reloc-unique	Event85_WmSetCameraOntoUnit	eventscr_gmap
0800C35C	0800C084	52	reloc-ambiguous	Event89_WmScrollWait	eventscr_gmap
0800C3A0	0800C0C8	12	reloc-unique	Event8B_WmHideCursor_Unsure	eventscr_gmap
0800C3C8	0800C0F0	24	reloc-ambiguous	Event8D_WmNop	eventscr_gmap
0800C3C8	0800C108	24	reloc-ambiguous	Event8E_WmNop	eventscr_gmap
0800C3C8	0800C120	24	reloc-ambiguous	Event8F_WmNop	eventscr_gmap
0800C3C8	0800CE28	24	reloc-ambiguous	EventCD_	eventscr_gmap
0800C3C8	0800CC5C	24	reloc-ambiguous	EventCE_	eventscr_gmap
0800C3C8	0800CC74	24	reloc-ambiguous	EventCF_	eventscr_gmap
0800C410	0800C138	44	reloc-unique	Event90_WmAddPathDisplayed	eventscr_gmap
0800C43C	0800C164	52	reloc-ambiguous	Event91_WmAddPath	eventscr_gmap
0800C43C	0800C198	52	reloc-ambiguous	Event92_WmRemovePath	eventscr_gmap
0800C4DC	0800C204	80	reloc-unique	Event95_WmEnableNodeDisplayed	eventscr_gmap
0800C864	0800C58C	16	reloc-ambiguous	EventA0_WmRemoveUnit	eventscr_gmap
0800C864	0800C59C	16	reloc-ambiguous	EventA1_WmShowUnit	eventscr_gmap
0800C864	0800C5AC	16	reloc-ambiguous	EventA2_WmHideUnit	eventscr_gmap
0800C934	0800C65C	48	reloc-unique	EventA6_WmUnitSetOnNode	eventscr_gmap
0800CCC4	0800C9F0	40	reloc-unique	EventB7_WmBigMapWait	eventscr_gmap
0800CCEC	0800CA18	32	reloc-unique	EventB8_WmShowBigMapHighlight	eventscr_gmap
0800CD0C	0800CA38	40	reloc-ambiguous	EventB9_WmRemoveHighlightNationPart1	eventscr_gmap
0800CD0C	0800CB48	40	reloc-ambiguous	EventBD_	eventscr_gmap
0800CD34	0800CA60	60	reloc-ambiguous	EventBA_WmRemoveHighlightNationPart2	eventscr_gmap
0800CD34	0800CB70	60	reloc-ambiguous	EventBE_	eventscr_gmap
0800CE7C	0800CBAC	44	reloc-unique	EventBF_	eventscr_gmap
0800CEA8	0800CBD8	24	reloc-unique	EventC0_	eventscr_gmap
0800CFB4	0800CCF0	72	reloc-unique	EventC5_WmClearPortrait	eventscr_gmap
0800D014	0800CD50	56	reloc-unique	EventC6_WmDisplayText	eventscr_gmap
0800D08C	0800CDC8	32	reloc-unique	EventC9_RemoveWmText	eventscr_gmap
0800D110	0800CE4C	272	reloc-unique	EventEngine_OnUpdate	event
0800D220	0800CF5C	176	reloc-unique	EventEngine_OnEnd	event
0800D374	0800D0B0	144	reloc-unique	EventEngine_Create	event
0800D404	0800D140	88	reloc-unique	EventEngine_CreateBattle	event
0800D4BC	0800D1F8	12	reloc-unique	SetEventSlotC	event
0800D6A8	0800D3E4	48	reloc-unique	SetDialogueSkipEvBit	event
0800D6D8	0800D414	116	reloc-unique	EventEngine_StartSkip	event
0800D9DC	0800D754	40	reloc-unique	Event04_CheckRandom	eventscr
0800DA1C	0800D794	388	reloc-unique	Event06_SlotOperation	eventscr
0800DC94	0800DA2C	76	reloc-unique	Event0B_EnqueueCall	eventscr
0800DFB0	0800DD58	28	reloc-unique	Event11_SetIgnoredKeys	eventscr
0800E2C8	0800E070	280	reloc-unique	Event19_Checks	eventscr
0800E3E0	0800E188	136	reloc-unique	Event1A_TEXTSTART	eventscr
0800E468	0800E210	128	reloc-unique	EventText_StartTalkMsg	eventscr
0800E4E8	0800E290	140	reloc-unique	EventText_StartCgTextMsg	eventscr
0800E98C	0800E77C	72	reloc-unique	Event1F_	eventscr
0800EC98	0800EA84	300	reloc-unique	ConvoBackgroundFade_Init	eventscr
0800EDC4	0800EBB0	80	reloc-unique	ConvoBackgroundFade_CopyBg3ToBg2	eventscr
0800EE14	0800EC00	80	reloc-unique	ConvoBackgroundFade_CopyBg2ToBg3	eventscr
0800F068	0800EE54	148	reloc-unique	ConvoBackgroundFade_RestoreMap	eventscr
0800F15C	0800EF48	384	reloc-unique	ConvoBackgroundFade_End	eventscr
0800F2DC	0800F0C8	92	reloc-unique	Event22_ClearScreen	eventscr
0800F364	0800F150	44	reloc-unique	Event24_EnableMapDisp	eventscr
0800F5EC	0800F3EC	16	reloc-unique	Event28_ChangeWeather	eventscr
0800F720	0800F528	144	reloc-unique	ShouldUNITBeLoaded	eventscr
0800FE0C	0800FC90	72	reloc-unique	TryPrepareEventUnitMovement	eventscr
0800FEA4	0800FD28	100	reloc-unique	Event2E_CheckAt	eventscr
080100CC	0800FF68	144	reloc-unique	Event31_DisplayEffectRange	eventscr
080103F4	08010298	536	reloc-unique	Event34_MessWithUnitState	eventscr
080106FC	080105A4	116	reloc-unique	Event37_GiveItem	eventscr
08010770	08010618	44	reloc-unique	Event38_ChangeActiveUnit	eventscr
08010890	08010748	84	reloc-unique	EventDisplayCursor_Loop	eventscr
08010AAC	08010968	36	reloc-unique	Event3E_PrepScreenCall	eventscr
08010E70	08010D28	52	reloc-unique	Event44_BreakingSacredStone	eventscr
08011030	08010EE8	80	reloc-unique	ShinningEventCursor	eventscr2
08011288	0801119C	88	reloc-unique	PopupProc_PrepareGfx	popup
080112E0	080111F4	28	reloc-unique	PopupProc_MaybeSetVolume	popup
080112FC	08011210	40	reloc-unique	PopupProc_PlaySound	popup
08011324	08011238	28	reloc-unique	PopupProc_MaybeResetVolume	popup
08011340	08011254	28	reloc-unique	PopupIconUpdateProc_Loop	popup
0801135C	08011270	336	reloc-unique	PopupProc_GfxDraw	popup
080114E4	080113F8	88	reloc-unique	PopupProc_GfxClear	popup
0801157C	08011490	76	reloc-unique	NewPopupCore	popup
08011624	08011538	28	reloc-unique	ItemGot_GotLeItem	popup
08011640	08011554	72	reloc-unique	NewPopup_ItemGot	popup
08011730	08011644	80	reloc-unique	NewPopup_GoldGot	popup
08011814	08011728	40	reloc-unique	NewPopup_NewAlly	popup
080122A4	080121D4	156	reloc-unique	EventBattleReloadBmStatus	eventscr3
08012340	08012270	180	reloc-unique	EventPromoteUnitExt	eventscr3
08012414	08012344	28	reloc-unique	GetChapterAllyUnitCount	eventscr3
080124DC	0801240C	112	reloc-unique	SyncUnitDeploymentState	eventscr3
08012700	0801263C	60	reloc-unique	StoreUnitWordStructs	eventscr3
0801273C	08012678	68	reloc-unique	LoadUnitWordStructs	eventscr3
08012A14	08012950	36	reloc-unique	StartEventWarpAnim_ret	eventcmd_warp
08012A48	08012984	168	reloc-ambiguous	Eventfx_SetScreenConfig	eventfx-shinningstone
08012BF4	0807CDD0	72	reloc-ambiguous	MapAnim_StartGorgonHatchAnim	mapanim_specialeffect
08012BF4	0807D0B4	72	reloc-ambiguous	MapAnimCallSpellAssocLatonafx	mapanim_staffeffect
08012D40	08012C88	92	reloc-unique	EndEventEarthQuake	eventfx-earthquake
08012F94	08012EDC	68	reloc-unique	UnpackRaw	bmlib
08012FD8	08012F20	48	reloc-unique	DecompressViaGenericBuf	bmlib
08013008	08012F50	64	reloc-unique	Decompress	bmlib
080130AC	08012FF4	44	reloc-ambiguous	Register2dChrMove	bmlib
08013990	0802DE6C	20	reloc-ambiguous	StartTradeMenuTutorialHandCursor	bmtrade
08013990	0802DE80	20	reloc-ambiguous	StartDoubleTradeMenuTutorialHandCursor	bmtrade
08013990	08055CDC	20	reloc-ambiguous	NewEkrBattleStarting	banim-ekrbattlestarting
08013990	0807636C	20	reloc-ambiguous	NewEkrHenseiInitPROC	banim-ekrhensei
08013990	08076470	20	reloc-ambiguous	NewEkrHenseiEnd	banim-ekrhensei
08013990	0807C230	20	reloc-ambiguous	StartMADebug6C	mapanim_debug
08013990	08087BF0	20	reloc-ambiguous	StartGlowBlendCtrl	statscreen
08013990	0808D13C	20	reloc-ambiguous	StartPlayerPhaseSideWindows	player_interface
08013990	08096684	20	reloc-ambiguous	NewPrepScreenTraineePromotionManager	prep_menuproc
08013990	08096454	20	reloc-ambiguous	StartPrepAtMenu	prep_atmenu
08013990	080A87C8	20	reloc-ambiguous	StartMinimapPlayerPhase	minimap
08013990	080B578C	20	reloc-ambiguous	StartArenaResultsScreen	uiarena
08013990	080CD618	20	reloc-ambiguous	NewCcramifyEnd	classchg-sel
08013DC0	08077EEC	24	reloc-ambiguous	EkrDemonkingObj_StartDissolveProc	banim-ekrdragon-demonkingobj
080152C8	080152A4	80	reloc-unique	OnVBlank	bm
08015318	080152F4	108	reloc-unique	OnMain	bm
080153A4	08015380	12	reloc-ambiguous	GetGameLock	bm
080153B0	0801538C	72	reloc-unique	SwitchPhases	bm
080153F8	080153D4	60	reloc-unique	CallBeginningEvents	bm
08015434	08015410	36	reloc-unique	BmMain_ChangePhase	bm
08015458	08015434	28	reloc-unique	BmMain_CheckBeginPhaseEvent	bm
08015474	08015450	84	reloc-unique	BmMain_StartPhase	bm
080154C8	080154A4	36	reloc-unique	BmMain_ResumePlayerPhase	bm
08015CBC	08015CB0	128	reloc-unique	CamMove_OnLoop	bm
08015D90	08015D84	136	reloc-unique	EnsureCameraCenteredOnPosition	bm
08015E18	08015E0C	144	reloc-unique	EnsureCameraOntoPosition	bm
08015EA8	08015E9C	64	reloc-unique	IsCameraNotWatchingPosition	bm
08015EE8	08015EDC	100	reloc-unique	CameraMove_0	bm
08015F9C	08015F90	56	reloc-unique	StartMapCursorSlide	bm
0801614C	08016140	76	reloc-unique	StartCamMoveLinear	bm
080171F8	08017450	40	reloc-unique	GetPartyTotalGoldValue	bmitem
080187B0	08018A9C	84	reloc-unique	GetUnitKeyItemSlotForTerrain	bmunit
08018A48	08018D34	24	reloc-unique	GetUnitLastItem	bmunit
080190EC	08019414	28	reloc-unique	GetUnitStatusName	bmunit
08019194	080194BC	256	reloc-unique	InitChapterMap	bmmap
08019450	08019778	44	reloc-unique	RefreshChapterMap	bmmap
080194BC	080197E4	92	reloc-unique	BmMapFill	bmmap
08019584	080198AC	96	reloc-unique	UnpackChapterMap	bmmap
080195E4	0801990C	104	reloc-unique	UnpackChapterMapGraphics	bmmap
0801964C	08019974	48	reloc-unique	UnpackChapterMapPalette	bmmap
0801973C	08019A64	144	reloc-unique	RefreshTerrainBmMap	bmmap
08019914	08019C3C	128	reloc-unique	RenderBmMap	bmmap
08019994	08019CBC	108	reloc-unique	RenderBmMapOnBg2	bmmap
08019A00	08019D28	224	reloc-unique	UpdateBmMapDisplay	bmmap
08019AE0	08019E08	204	reloc-unique	RenderBmMapColumn	bmmap
08019BAC	08019ED4	204	reloc-unique	RenderBmMapLine	bmmap
08019C78	08019FA0	468	reloc-unique	RefreshUnitsOnBmMap	bmmap
08019E4C	0801A174	44	reloc-unique	RefreshTorchlightsOnBmMap	bmmap
08019E78	0801A1A0	84	reloc-unique	RefreshMinesOnBmMap	bmmap
0801A1B8	0801A4EC	132	reloc-unique	GenerateMovementMap	bmidoten
0801C4FC	0801C894	24	reloc-ambiguous	PlayerPhase_Suspend	playerphase
0801C4FC	080B5D5C	24	reloc-ambiguous	WriteSuspendPlayerIdle	uiarena
0801C514	0801C8AC	124	reloc-unique	HandlePlayerCursorMovement	playerphase
0801C5A8	0801C940	560	reloc-unique	PlayerPhase_MainIdle	playerphase
0801C7D8	0801CB70	172	reloc-unique	DisplayUnitEffectRange	playerphase
0801C884	0801CC1C	96	reloc-unique	PlayerPhase_InitUnitMovementSelect	playerphase
0801C8E4	0801CC7C	56	reloc-unique	DisplayActiveUnitEffectRange	playerphase
0801C91C	0801CCB4	104	reloc-unique	PlayerPhase_DisplayDangerZone	playerphase
0801C984	0801CD1C	724	reloc-unique	PlayerPhase_RangeDisplayIdle	playerphase
0801CC58	0801CFF0	24	reloc-unique	PlayerPhase_CancelAction	playerphase
0801CC70	0801D008	124	reloc-unique	PlayerPhase_BackToMove	playerphase
0801D370	0801D70C	80	reloc-unique	MakeMoveunitForActiveUnit	playerphase
0801D3C0	0801D75C	140	reloc-unique	ClearActiveUnit	playerphase
0801D44C	0801D7E8	48	reloc-unique	PlayPhaseForcePressAButtonInRangeDisp	playerphase
0801D47C	0801D818	28	reloc-unique	PlayerPhase_RangeDisplayIdle_ForceAPress	playerphase
0801D498	0801D834	104	reloc-unique	PlayPhaseForceActiveUnitCanto	playerphase
0801D500	0801D89C	80	reloc-unique	MoveLimitViewChange_OnInit	playerphase
0801D550	0801D8EC	64	reloc-unique	MoveLimitViewChange_OnLoop	playerphase
0801D590	0801D92C	176	reloc-unique	MoveLimitView_OnInit	playerphase
0801D640	0801D9DC	132	reloc-unique	MoveLimitView_OnLoop	playerphase
0801D6C4	0801DA60	56	reloc-unique	MoveLimitView_OnEnd	playerphase
0801D740	0801DADC	112	reloc-unique	TrySetCursorOn	playerphase
0801D808	0801DBA4	48	reloc-unique	PlayerPhase_HandleAutoEnd	playerphase
0801DBC0	0801DF64	48	reloc-unique	ADJUSTFROMXI_MoveCameraOnSomeUnit	bmcamadjust
0801DBF0	0801DF94	72	reloc-unique	ConvoyMenuProc_StarMenu	convoymenu
0801DC38	0801DFDC	44	reloc-unique	ConvoyMenuProc_MenuEnd	convoymenu
0801DC64	0801E008	16	reloc-unique	ConvoyMenuProc_MaybeStartSelectConvoyItem	convoymenu
0801DC74	0801E018	20	reloc-unique	ConvoyMenuProc_SendToConvoyReal	convoymenu
0801DC88	0801E02C	28	reloc-unique	ConvoyMenuProc_SetupActiveUnit	convoymenu
0801DCA4	0801E048	80	reloc-unique	ConvoyMenuProc_ExecBootlegPopup	convoymenu
0801DDA0	0801E144	68	reloc-unique	MenuCommand_DrawExtraItem	convoymenu
0801DDE4	0801E188	84	reloc-unique	SendToConvoyMenu_NormalEffect	convoymenu
0801DE38	0801E1DC	32	reloc-unique	MenuCommand_SendItemToConvoy	convoymenu
0801EB00	0801EEA8	320	reloc-unique	PhaseIntroUnk_Loop	phasechangefx
0801EC40	0801F198	8	reloc-ambiguous	PhaseIntroBlendBox_Init	phasechangefx
0801EC40	0801EFE8	8	reloc-ambiguous	PhaseIntroSquares_Init	phasechangefx
0801EC48	0801EFF0	212	reloc-unique	PhaseIntroSquares_InLoop	phasechangefx
0801ED1C	0801F0C4	212	reloc-unique	PhaseIntroSquares_OutLoop	phasechangefx
0801EDF8	0801F1A0	136	reloc-unique	PhaseIntroBlendBox_InLoop	phasechangefx
0801EE80	0801F228	132	reloc-unique	PhaseIntroBlendBox_OutLoop	phasechangefx
0801EF04	0801F2AC	32	reloc-unique	PhaseIntro_EndIfNoUnits	phasechangefx
0801EF24	0801F2CC	220	reloc-unique	PhaseIntro_InitGraphics	phasechangefx
0801F000	0801F3A8	232	reloc-unique	PhaseIntro_InitDisp	phasechangefx
0801F0E8	0801F490	124	reloc-unique	PhaseIntro_WaitForEnd	phasechangefx
0801F4E4	0801F88C	60	reloc-unique	ProcShowMapChange_UpdateGame	trapfx
0801F55C	0801F904	116	reloc-unique	PikeTrapSpriteAnim_Init	trapfx
0801F5D0	0801F978	76	reloc-unique	StartPikeTrapAnim	trapfx
0801F940	0801FBAC	188	reloc-unique	NewPopup2_PlanC	popup2
